"Story","Title","Result","Date","Stability","Duration (s)"
"Iniciar sesión en la plataforma Colprepo","Inicio de sesión exitoso con credenciales válidas","SUCCESS","2026-09-21T08:20:13.215431-05:00[America/Bogota]","0.0","27.45"
