"Story","Title","Result","Date","Stability","Duration (s)"
"Iniciar sesión en la plataforma Colprepo","Inicio de sesión exitoso con credenciales válidas","ERROR","2026-09-20T23:09:22.3947444-05:00[America/Bogota]","0.0","48.85"
