"Story","Title","Result","Date","Stability","Duration (s)"
"Iniciar sesión en la plataforma Colprepo","Inicio de sesión exitoso con credenciales válidas","PENDING","2026-09-21T07:44:49.2288866-05:00[America/Bogota]","0.0","22.99"
