"Story","Title","Result","Date","Stability","Duration (s)"
"Iniciar sesión en la plataforma Colprepo","Inicio de sesión exitoso con credenciales válidas","ERROR","2026-09-17T14:21:01.682-05:00[America/Bogota]","0.0","12.78"
