"Story","Title","Result","Date","Stability","Duration (s)"
"Iniciar sesión en la plataforma Colprepo","Inicio de sesión exitoso con credenciales válidas","PENDING","2026-09-17T16:37:47.45-05:00[America/Bogota]","0.0","7.7"
