"Story","Title","Result","Date","Stability","Duration (s)"
"Iniciar sesión en la plataforma Colprepo","Inicio de sesión exitoso con credenciales válidas","PENDING","2026-09-20T17:19:34.1181652-05:00[America/Bogota]","0.0","33.16"
