"Story","Title","Result","Date","Stability","Duration (s)"
"Iniciar sesión en la plataforma Colprepo","Inicio de sesión exitoso con credenciales válidas","ERROR","2026-09-20T18:48:02.6123998-05:00[America/Bogota]","0.0","0.21"
